false_gods,true_gods,random_gods,expected_questions,status,independent_replications,notes,version,reproduce_command
2,5,6,18.217422,upper_bound,0,,0.16.13,./hardest -f 2 -t 5 -r 6 -b 0 -i 9 -l 1.01 -s 1774374955 -i 0
3,4,6,18.979817,upper_bound,0,,0.16.13,./hardest -f 3 -t 4 -r 6 -b 0 -i 3 -l 1.01 -s 16657722291869349649 -i 0
0,13,1,3.928571,optimal,0,,,
1,12,1,7.664835,optimal,0,,0.16.6,./hardest -f 1 -t 12 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094385 -i 0
2,11,1,10.195971,optimal,0,,0.16.8,./hardest -f 2 -t 11 -r 1 -i 99 -b 6 -l 1.01 -s 1774187122 -i 0
3,10,1,12.048452,optimal,0,,0.16.8,./hardest -f 3 -t 10 -r 1 -i 99 -b 6 -l 1.01 -s 1774187129 -i 0
4,9,1,13.434665,optimal,0,,0.16.8,./hardest -f 4 -t 9 -r 1 -i 99 -b 6 -l 1.01 -s 1774187137 -i 0
5,8,1,14.252803,optimal,0,,0.16.8,./hardest -f 5 -t 8 -r 1 -i 99 -b 6 -l 1.01 -s 1774187160 -i 0
6,7,1,14.707459,optimal,0,,0.16.8,./hardest -f 6 -t 7 -r 1 -i 99 -b 6 -l 1.01 -s 1774187170 -i 0
0,12,2,6.769231,conjectured,1000,,0.16.21,./hardest -f 0 -t 12 -r 2 -b 8 -i 999 -a 1.01 -e 1.004 -S 7 -l 1.01 -s 1774678792 -i 0 -u 6.7692310000000004 -M 1
1,11,2,10.330128,upper_bound,0,,0.16.12,./hardest -f 1 -t 11 -r 2 -b 1 -i 0 -l 1.01 -s 1774359320 -i 0
2,10,2,12.819514,upper_bound,0,,0.16.12,./hardest -f 2 -t 10 -r 2 -b 1 -i 0 -l 1.01 -s 1774359320 -i 0
3,9,2,14.567033,upper_bound,0,,0.16.12,./hardest -f 3 -t 9 -r 2 -b 1 -i 0 -l 1.01 -s 1774359320 -i 0
4,8,2,15.730714,upper_bound,0,,0.16.12,./hardest -f 4 -t 8 -r 2 -b 1 -i 0 -l 1.01 -s 1774359320 -i 0
5,7,2,16.409167,upper_bound,0,,0.16.12,./hardest -f 5 -t 7 -r 2 -b 1 -i 0 -l 1.01 -s 1774359321 -i 0
6,6,2,16.633325,upper_bound,0,,0.16.12,./hardest -f 6 -t 6 -r 2 -b 1 -i 0 -l 1.01 -s 1774359322 -i 0
0,11,3,8.942308,upper_bound,0,,0.16.12,./hardest -f 0 -t 11 -r 3 -b 1 -i 0 -l 1.01 -s 1774359323 -i 0
1,10,3,12.346653,upper_bound,0,,0.16.12,./hardest -f 1 -t 10 -r 3 -b 1 -i 0 -l 1.01 -s 1774359323 -i 0
2,9,3,14.750375,upper_bound,0,,0.16.12,./hardest -f 2 -t 9 -r 3 -b 1 -i 0 -l 1.01 -s 1774359324 -i 0
3,8,3,16.276511,upper_bound,0,,0.16.12,./hardest -f 3 -t 8 -r 3 -b 1 -i 0 -l 1.01 -s 1774359325 -i 0
4,7,3,17.270384,upper_bound,0,,0.16.12,./hardest -f 4 -t 7 -r 3 -b 1 -i 0 -l 1.01 -s 1774359330 -i 0
5,6,3,17.832608,upper_bound,0,,0.16.12,./hardest -f 5 -t 6 -r 3 -b 1 -i 0 -l 1.01 -s 1774359342 -i 0
0,10,4,10.658342,upper_bound,0,,0.16.12,./hardest -f 0 -t 10 -r 4 -b 1 -i 0 -l 1.01 -s 1774359362 -i 0
1,9,4,14.051211,upper_bound,0,,0.16.12,./hardest -f 1 -t 9 -r 4 -b 1 -i 0 -l 1.01 -s 1774359362 -i 0
2,8,4,16.185714,upper_bound,0,,0.16.12,./hardest -f 2 -t 8 -r 4 -b 1 -i 0 -l 1.01 -s 1774359367 -i 0
3,7,4,17.668933,upper_bound,0,,0.16.12,./hardest -f 3 -t 7 -r 4 -b 1 -i 0 -l 1.01 -s 1774359394 -i 0
4,6,4,18.406699,upper_bound,0,,0.16.12,./hardest -f 4 -t 6 -r 4 -b 1 -i 0 -l 1.01 -s 1774359493 -i 0
5,5,4,18.747927,upper_bound,0,,0.16.12,./hardest -f 5 -t 5 -r 4 -b 1 -i 0 -l 1.01 -s 1774359652 -i 0
0,9,5,12.188156,upper_bound,0,,0.16.12,./hardest -f 0 -t 9 -r 5 -b 1 -i 0 -l 1.01 -s 1774359859 -i 0
1,8,5,15.462846,upper_bound,0,,0.16.12,./hardest -f 1 -t 8 -r 5 -b 1 -i 0 -l 1.01 -s 1774359861 -i 0
2,7,5,17.488300,upper_bound,0,,0.16.12,./hardest -f 2 -t 7 -r 5 -b 1 -i 0 -l 1.01 -s 1774359937 -i 0
3,6,5,18.775133,upper_bound,0,,0.16.12,./hardest -f 3 -t 6 -r 5 -b 1 -i 0 -l 1.01 -s 1774360381 -i 0
4,5,5,19.311446,upper_bound,0,,0.16.12,./hardest -f 4 -t 5 -r 5 -b 1 -i 0 -l 1.01 -s 1774361632 -i 0
0,8,6,13.827684,upper_bound,0,,0.16.12,./hardest -f 0 -t 8 -r 6 -b 1 -i 0 -l 1.01 -s 1774363807 -i 0
1,7,6,16.986330,upper_bound,0,,0.16.12,./hardest -f 1 -t 7 -r 6 -b 1 -i 0 -l 1.01 -s 1774363885 -i 0
2,6,6,18.843441,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 2 -t 6 -r 6 -l 1.01 -s 1774405434 -i 0
3,5,6,19.877307,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 3 -t 5 -r 6 -l 1.01 -s 1774405510 -i 0
4,4,6,20.201837,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 4 -t 4 -r 6 -l 1.01 -s 1774405819 -i 0
0,14,1,4.0,optimal,0,,,
1,13,1,7.847619,optimal,0,,0.16.6,./hardest -f 1 -t 13 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094435 -i 0
2,12,1,10.566300,optimal,0,,0.16.8,./hardest -f 2 -t 12 -r 1 -i 99 -b 6 -l 1.01 -s 1774187197 -i 0
3,11,1,12.566300,optimal,0,,0.16.8,./hardest -f 3 -t 11 -r 1 -i 99 -b 6 -l 1.01 -s 1774187204 -i 0
4,10,1,13.975491,optimal,0,,0.16.8,./hardest -f 4 -t 10 -r 1 -i 99 -b 6 -l 1.01 -s 1774187210 -i 0
5,9,1,14.975491,optimal,0,,0.16.8,./hardest -f 5 -t 9 -r 1 -i 99 -b 6 -l 1.01 -s 1774187219 -i 0
6,8,1,15.611766,optimal,0,,0.16.8,./hardest -f 6 -t 8 -r 1 -i 99 -b 5 -l 1.01 -s 1774187230 -i 0
7,7,1,15.793629,optimal,0,,0.16.6,./hardest -f 7 -t 7 -r 1 -i 10 -b 1 -l 1.01 -s 1774099655 -i 0
0,13,2,6.942857,conjectured,1000,,0.16.21,./hardest -f 0 -t 13 -r 2 -b 8 -i 999 -a 1.01 -e 1.004 -S 7 -l 1.01 -s 1774678833 -i 0 -u 6.9428570000000001 -M 1
1,12,2,10.668498,upper_bound,0,,0.16.12,./hardest -f 1 -t 12 -r 2 -b 1 -i 0 -l 1.01 -s 1774359349 -i 0
2,11,2,13.233883,upper_bound,0,,0.16.12,./hardest -f 2 -t 11 -r 2 -b 1 -i 0 -l 1.01 -s 1774359349 -i 0
3,10,2,15.088678,upper_bound,0,,0.16.12,./hardest -f 3 -t 10 -r 2 -b 1 -i 0 -l 1.01 -s 1774359349 -i 0
4,9,2,16.456051,upper_bound,0,,0.16.12,./hardest -f 4 -t 9 -r 2 -b 1 -i 0 -l 1.01 -s 1774359349 -i 0
5,8,2,17.287050,upper_bound,0,,0.16.12,./hardest -f 5 -t 8 -r 2 -b 1 -i 0 -l 1.01 -s 1774359350 -i 0
6,7,2,17.715773,upper_bound,0,,0.16.12,./hardest -f 6 -t 7 -r 2 -b 1 -i 0 -l 1.01 -s 1774359353 -i 0
0,12,3,9.154945,upper_bound,0,,0.16.12,./hardest -f 0 -t 12 -r 3 -b 1 -i 0 -l 1.01 -s 1774359356 -i 0
1,11,3,12.836813,upper_bound,0,,0.16.12,./hardest -f 1 -t 11 -r 3 -b 1 -i 0 -l 1.01 -s 1774359356 -i 0
2,10,3,15.236663,upper_bound,0,,0.16.12,./hardest -f 2 -t 10 -r 3 -b 1 -i 0 -l 1.01 -s 1774359356 -i 0
3,9,3,17.017606,upper_bound,0,,0.16.12,./hardest -f 3 -t 9 -r 3 -b 1 -i 0 -l 1.01 -s 1774359359 -i 0
4,8,3,18.154195,upper_bound,0,,0.16.12,./hardest -f 4 -t 8 -r 3 -b 1 -i 0 -l 1.01 -s 1774359369 -i 0
5,7,3,18.893590,upper_bound,0,,0.16.12,./hardest -f 5 -t 7 -r 3 -b 1 -i 0 -l 1.01 -s 1774359398 -i 0
6,6,3,19.069340,upper_bound,0,,0.16.12,./hardest -f 6 -t 6 -r 3 -b 1 -i 0 -l 1.01 -s 1774359448 -i 0
0,11,4,11.044505,upper_bound,0,,0.16.12,./hardest -f 0 -t 11 -r 4 -b 1 -i 0 -l 1.01 -s 1774359498 -i 0
1,10,4,14.520280,upper_bound,0,,0.16.12,./hardest -f 1 -t 10 -r 4 -b 1 -i 0 -l 1.01 -s 1774359498 -i 0
2,9,4,16.924577,upper_bound,0,,0.16.12,./hardest -f 2 -t 9 -r 4 -b 1 -i 0 -l 1.01 -s 1774359505 -i 0
3,8,4,18.441341,upper_bound,0,,0.16.12,./hardest -f 3 -t 8 -r 4 -b 1 -i 0 -l 1.01 -s 1774359553 -i 0
4,7,4,19.450234,upper_bound,0,,0.16.12,./hardest -f 4 -t 7 -r 4 -b 1 -i 0 -l 1.01 -s 1774359743 -i 0
5,6,4,20.015812,upper_bound,0,,0.16.12,./hardest -f 5 -t 6 -r 4 -b 1 -i 0 -l 1.01 -s 1774360174 -i 0
0,10,5,12.624043,upper_bound,0,,0.16.12,./hardest -f 0 -t 10 -r 5 -b 1 -i 0 -l 1.01 -s 1774360897 -i 0
1,9,5,16.049909,upper_bound,0,,0.16.12,./hardest -f 1 -t 9 -r 5 -b 1 -i 0 -l 1.01 -s 1774360901 -i 0
2,8,5,18.210801,upper_bound,0,,0.16.12,./hardest -f 2 -t 8 -r 5 -b 1 -i 0 -l 1.01 -s 1774361010 -i 0
3,7,5,19.657054,upper_bound,0,,0.16.12,./hardest -f 3 -t 7 -r 5 -b 1 -i 0 -l 1.01 -s 1774361822 -i 0
4,6,5,20.445487,upper_bound,0,,0.16.12,./hardest -f 4 -t 6 -r 5 -b 1 -i 0 -l 1.01 -s 1774364307 -i 0
5,5,5,20.787394,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 5 -t 5 -r 5 -l 1.01 -s 1774405623 -i 0
0,9,6,14.141394,upper_bound,0,,0.16.13,./hardest -b 1 -i 1 -f 0 -t 9 -r 6 -l 1.01 -s 1774406758 -i 0
1,8,6,17.452887,upper_bound,0,,0.16.13,./hardest -b 0 -i 1 -f 1 -t 8 -r 6 -l 1.01 -s 18248355884403292224 -i 0
2,7,6,19.497263,upper_bound,0,,0.16.13,./hardest -b 0 -i 1 -f 2 -t 7 -r 6 -l 1.01 -s 1774406982 -i 0
3,6,6,20.807643,upper_bound,0,,0.16.13,./hardest -b 0 -i 1 -f 3 -t 6 -r 6 -l 1.01 -s 1774407098 -i 0
4,5,6,21.368066,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 4 -t 5 -r 6 -l 1.01 -s 1774407320 -i 0
0,8,7,16.012912,upper_bound,0,,0.16.13,./hardest -b 0 -i 3 -f 0 -t 8 -r 7 -l 1.01 -s 1774407211 -i 0
1,7,7,19.268177,upper_bound,0,,0.16.13,./hardest -b 0 -i 1 -f 1 -t 7 -r 7 -l 1.01 -s 5678233198318744987 -i 0
2,6,7,21.235702,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 2 -t 6 -r 7 -l 1.01 -s 1774407920 -i 0
3,5,7,22.223071,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 3 -t 5 -r 7 -l 1.01 -s 1774407909 -i 0
4,4,7,22.607851,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 4 -t 4 -r 7 -l 1.01 -s 1774407549 -i 0
0,15,1,4.093750,optimal,0,,,
1,14,1,7.995833,optimal,0,,0.16.6,./hardest -f 1 -t 14 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094445 -i 0
2,13,1,10.843452,optimal,0,,0.16.8,./hardest -f 2 -t 13 -r 1 -i 99 -b 4 -l 1.01 -s 1774187259 -i 0
3,12,1,12.937225,optimal,0,,0.16.8,./hardest -f 3 -t 12 -r 1 -i 99 -b 4 -l 1.01 -s 1774187267 -i 0
4,11,1,14.562134,optimal,0,,0.16.8,./hardest -f 4 -t 11 -r 1 -i 99 -b 4 -l 1.01 -s 1774187274 -i 0
5,10,1,15.698531,optimal,0,,0.16.8,./hardest -f 5 -t 10 -r 1 -i 99 -b 4 -l 1.01 -s 1774187284 -i 0
6,9,1,16.425737,optimal,0,,0.16.8,./hardest -f 6 -t 9 -r 1 -i 99 -b 4 -l 1.01 -s 1774187297 -i 0
7,8,1,16.789462,optimal,0,,0.16.8,./hardest -f 7 -t 8 -r 1 -i 49 -b 3 -l 1.01 -s 1774187332 -i 0
0,14,2,7.075000,conjectured,615,,0.16.21,./hardest -f 0 -t 14 -r 2 -b 8 -i 999 -a 1.01 -e 1.004 -S 7 -l 1.01 -s 1774678857 -i 0 -u 7.0750000000000002 -M 1
1,13,2,10.933333,upper_bound,0,,0.16.13,./hardest -f 1 -t 13 -r 2 -b 0 -i 0 -l 1.01 -s 1774408142 -i 0
2,12,2,13.655769,upper_bound,0,,0.16.13,./hardest -f 2 -t 12 -r 2 -b 0 -i 0 -l 1.01 -s 1774408142 -i 0
3,11,2,15.656960,upper_bound,0,,0.16.13,./hardest -f 3 -t 11 -r 2 -b 0 -i 0 -l 1.01 -s 1774408142 -i 0
4,10,2,17.079924,upper_bound,0,,0.16.13,./hardest -f 4 -t 10 -r 2 -b 0 -i 0 -l 1.01 -s 1774408143 -i 0
5,9,2,18.074856,upper_bound,0,,0.16.13,./hardest -f 5 -t 9 -r 2 -b 0 -i 0 -l 1.01 -s 1774408143 -i 0
6,8,2,18.702800,upper_bound,0,,0.16.13,./hardest -f 6 -t 8 -r 2 -b 0 -i 0 -l 1.01 -s 1774408144 -i 0
7,7,2,18.884390,upper_bound,0,,0.16.13,./hardest -f 7 -t 7 -r 2 -b 0 -i 0 -l 1.01 -s 1774408146 -i 0
0,13,3,9.457143,upper_bound,0,,0.16.13,./hardest -f 0 -t 13 -r 3 -b 0 -i 0 -l 1.01 -s 1774408149 -i 0
1,12,3,13.166106,upper_bound,0,,0.16.13,./hardest -f 1 -t 12 -r 3 -b 0 -i 0 -l 1.01 -s 1774408149 -i 0
2,11,3,15.814973,upper_bound,0,,0.16.13,./hardest -f 2 -t 11 -r 3 -b 0 -i 0 -l 1.01 -s 1774408149 -i 0
3,10,3,17.684753,upper_bound,0,,0.16.13,./hardest -f 3 -t 10 -r 3 -b 0 -i 0 -l 1.01 -s 1774408149 -i 0
4,9,3,19.002139,upper_bound,0,,0.16.13,./hardest -f 4 -t 9 -r 3 -b 0 -i 0 -l 1.01 -s 1774408151 -i 0
5,8,3,19.857876,upper_bound,0,,0.16.13,./hardest -f 5 -t 8 -r 3 -b 0 -i 0 -l 1.01 -s 1774408156 -i 0
6,7,3,20.221115,upper_bound,0,,0.16.13,./hardest -f 6 -t 7 -r 3 -b 0 -i 0 -l 1.01 -s 1774408164 -i 0
0,12,4,11.357143,upper_bound,0,,0.16.13,./hardest -f 0 -t 12 -r 4 -b 0 -i 0 -l 1.01 -s 1774408177 -i 0
1,11,4,15.031599,upper_bound,0,,0.16.13,./hardest -f 1 -t 11 -r 4 -b 0 -i 0 -l 1.01 -s 1774408177 -i 0
2,10,4,17.476802,upper_bound,0,,0.16.13,./hardest -f 2 -t 10 -r 4 -b 0 -i 0 -l 1.01 -s 1774408177 -i 0
3,9,4,19.197033,upper_bound,0,,0.16.13,./hardest -f 3 -t 9 -r 4 -b 0 -i 0 -l 1.01 -s 1774408180 -i 0
4,8,4,20.375996,upper_bound,0,,0.16.13,./hardest -f 4 -t 8 -r 4 -b 0 -i 0 -l 1.01 -s 1774408189 -i 0
5,7,4,21.093232,upper_bound,0,,0.16.13,./hardest -f 5 -t 7 -r 4 -b 0 -i 0 -l 1.01 -s 1774408217 -i 0
6,6,4,21.292365,upper_bound,0,,0.16.13,./hardest -f 6 -t 6 -r 4 -b 0 -i 0 -l 1.01 -s 1774408253 -i 0
0,11,5,13.072137,upper_bound,0,,0.16.13,./hardest -f 0 -t 11 -r 5 -b 0 -i 0 -l 1.01 -s 1774408308 -i 0
1,10,5,16.550770,upper_bound,0,,0.16.13,./hardest -f 1 -t 10 -r 5 -b 0 -i 0 -l 1.01 -s 1774408309 -i 0
2,9,5,18.985363,upper_bound,0,,0.16.13,./hardest -f 2 -t 9 -r 5 -b 0 -i 0 -l 1.01 -s 1774408312 -i 0
3,8,5,20.512070,upper_bound,0,,0.16.13,./hardest -f 3 -t 8 -r 5 -b 0 -i 0 -l 1.01 -s 1774408327 -i 0
4,7,5,21.515182,upper_bound,0,,0.16.13,./hardest -f 4 -t 7 -r 5 -b 0 -i 0 -l 1.01 -s 1774408367 -i 0
5,6,5,22.058711,upper_bound,0,,0.16.13,./hardest -f 5 -t 6 -r 5 -b 0 -i 0 -l 1.01 -s 1774408447 -i 0
0,10,6,14.543678,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 0 -t 10 -r 6 -b1 -i9 -l 1.01 -s 3017074973487137738 -i 0
1,9,6,18.090797,upper_bound,0,,0.16.13,./hardest -f 1 -t 9 -r 6 -b 0 -i 0 -l 1.01 -s 1774408576 -i 0
2,8,6,20.190312,upper_bound,0,,0.16.13,./hardest -f 2 -t 8 -r 6 -b 0 -i 0 -l 1.01 -s 1774408586 -i 0
3,7,6,21.690833,upper_bound,0,,0.16.13,./hardest -f 3 -t 7 -r 6 -b 0 -i 0 -l 1.01 -s 1774408629 -i 0
4,6,6,22.470107,upper_bound,0,,0.16.13,./hardest -f 4 -t 6 -r 6 -b 0 -i 0 -l 1.01 -s 1774408730 -i 0
5,5,6,22.815823,upper_bound,0,,0.16.13,./hardest -f 5 -t 5 -r 6 -b 0 -i 0 -l 1.01 -s 1774408932 -i 0
0,9,7,16.321492,upper_bound,0,,0.16.13,./hardest -f 0 -t 9 -r 7 -b 0 -i 0 -l 1.01 -s 1774409151 -i 0
1,8,7,19.681046,upper_bound,0,,0.16.13,./hardest -f 1 -t 8 -r 7 -b 0 -i 0 -l 1.01 -s 1774409154 -i 0
2,7,7,21.736260,upper_bound,0,,0.16.13,./hardest -f 2 -t 7 -r 7 -b 0 -i 0 -l 1.01 -s 1774409187 -i 0
3,6,7,22.968507,upper_bound,0,,0.16.13,./hardest -f 3 -t 6 -r 7 -b 0 -i 0 -l 1.01 -s 1774409303 -i 0
4,5,7,23.566978,upper_bound,0,,0.16.13,./hardest -f 4 -t 5 -r 7 -b 0 -i 0 -l 1.01 -s 1774409574 -i 0
0,16,1,4.176471,optimal,0,,,
1,15,1,8.176471,optimal,0,,0.16.6,./hardest -f 1 -t 15 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094461 -i 0
2,14,1,11.054902,optimal,0,,0.16.8,./hardest -f 2 -t 14 -r 1 -i 29 -b 2 -l 1.01 -s 1774187360 -i 0
3,13,1,13.337815,optimal,0,,0.16.8,./hardest -f 3 -t 13 -r 1 -i 29 -b 2 -l 1.01 -s 1774187369 -i 0
4,12,1,14.999741,optimal,0,,0.16.8,./hardest -f 4 -t 12 -r 1 -i 29 -b 2 -l 1.01 -s 1774187379 -i 0
5,11,1,16.293687,optimal,0,,0.16.8,./hardest -f 5 -t 11 -r 1 -i 19 -b 2 -l 1.01 -s 1774187390 -i 0
6,10,1,17.133220,optimal,0,,0.16.8,./hardest -f 6 -t 10 -r 1 -i 19 -b 2 -l 1.01 -s 1774187400 -i 0
7,9,1,17.710901,optimal,0,,0.16.8,./hardest -f 7 -t 9 -r 1 -i 19 -b 2 -l 1.01 -s 1774187412 -i 0
8,8,1,17.860670,optimal,0,,0.16.6,./hardest -f 8 -t 8 -r 1 -i 10 -b 1 -l 1.01 -s 1774099742 -i 0
0,15,2,7.257353,conjectured,790,,0.16.21,./hardest -f 0 -t 15 -r 2 -b 8 -i 999 -a 1.01 -e 1.004 -S 7 -l 1.01 -s 1774678883 -i 0 -u 7.2573530000000002 -M 1
1,14,2,11.192157,upper_bound,0,,0.16.13,./hardest -f 1 -t 14 -r 2 -b 0 -i 0 -l 1.01 -s 1774408161 -i 0
2,13,2,13.997969,upper_bound,0,,0.16.13,./hardest -f 2 -t 13 -r 2 -b 0 -i 0 -l 1.01 -s 1774408161 -i 0
3,12,2,16.106521,upper_bound,0,,0.16.13,./hardest -f 3 -t 12 -r 2 -b 0 -i 0 -l 1.01 -s 1774408161 -i 0
4,11,2,17.734459,upper_bound,0,,0.16.13,./hardest -f 4 -t 11 -r 2 -b 0 -i 0 -l 1.01 -s 1774408162 -i 0
5,10,2,18.862970,upper_bound,0,,0.16.13,./hardest -f 5 -t 10 -r 2 -b 0 -i 0 -l 1.01 -s 1774408163 -i 0
6,9,2,19.608731,upper_bound,0,,0.16.13,./hardest -f 6 -t 9 -r 2 -b 0 -i 0 -l 1.01 -s 1774408166 -i 0
7,8,2,19.948625,upper_bound,0,,0.16.13,./hardest -f 7 -t 8 -r 2 -b 0 -i 0 -l 1.01 -s 1774408170 -i 0
0,14,3,9.758824,upper_bound,0,,0.16.13,./hardest -f 0 -t 14 -r 3 -b 0 -i 0 -l 1.01 -s 1774408175 -i 0
1,13,3,13.576366,upper_bound,0,,0.16.13,./hardest -f 1 -t 13 -r 3 -b 0 -i 0 -l 1.01 -s 1774408175 -i 0
2,12,3,16.230333,upper_bound,0,,0.16.13,./hardest -f 2 -t 12 -r 3 -b 0 -i 0 -l 1.01 -s 1774408175 -i 0
3,11,3,18.244417,upper_bound,0,,0.16.13,./hardest -f 3 -t 11 -r 3 -b 0 -i 0 -l 1.01 -s 1774408176 -i 0
4,10,3,19.751363,upper_bound,0,,0.16.13,./hardest -f 4 -t 10 -r 3 -b 0 -i 0 -l 1.01 -s 1774408179 -i 0
5,9,3,20.752597,upper_bound,0,,0.16.13,./hardest -f 5 -t 9 -r 3 -b 0 -i 0 -l 1.01 -s 1774408189 -i 0
6,8,3,21.290109,upper_bound,0,,0.16.13,./hardest -f 6 -t 8 -r 3 -b 0 -i 0 -l 1.01 -s 1774408215 -i 0
7,7,3,21.509125,upper_bound,0,,0.16.13,./hardest -f 7 -t 7 -r 3 -b 0 -i 0 -l 1.01 -s 1774408262 -i 0
0,13,4,11.777311,upper_bound,0,,0.16.13,./hardest -f 0 -t 13 -r 4 -b 0 -i 0 -l 1.01 -s 1774408313 -i 0
1,12,4,15.465377,upper_bound,0,,0.16.13,./hardest -f 1 -t 12 -r 4 -b 0 -i 0 -l 1.01 -s 1774408313 -i 0
2,11,4,18.059143,upper_bound,0,,0.16.13,./hardest -f 2 -t 11 -r 4 -b 0 -i 0 -l 1.01 -s 1774408314 -i 0
3,10,4,19.983227,upper_bound,0,,0.16.13,./hardest -f 3 -t 10 -r 4 -b 0 -i 0 -l 1.01 -s 1774408319 -i 0
4,9,4,21.235338,upper_bound,0,,0.16.13,./hardest -f 4 -t 9 -r 4 -b 0 -i 0 -l 1.01 -s 1774408340 -i 0
5,8,4,22.116203,upper_bound,0,,0.16.13,./hardest -f 5 -t 8 -r 4 -b 0 -i 0 -l 1.01 -s 1774408404 -i 0
6,7,4,22.539547,upper_bound,0,,0.16.13,./hardest -f 6 -t 7 -r 4 -b 0 -i 0 -l 1.01 -s 1774408522 -i 0
0,12,5,13.433500,upper_bound,0,,0.16.13,./hardest -f 0 -t 12 -r 5 -b 0 -i 0 -l 1.01 -s 1774408676 -i 0
1,11,5,17.097868,upper_bound,0,,0.16.13,./hardest -f 1 -t 11 -r 5 -b 0 -i 0 -l 1.01 -s 1774408676 -i 0
2,10,5,19.541392,upper_bound,0,,0.16.13,./hardest -f 2 -t 10 -r 5 -b 0 -i 0 -l 1.01 -s 1774408681 -i 0
3,9,5,21.313637,upper_bound,0,,0.16.13,./hardest -f 3 -t 9 -r 5 -b 0 -i 0 -l 1.01 -s 1774408707 -i 0
4,8,5,22.477918,upper_bound,0,,0.16.13,./hardest -f 4 -t 8 -r 5 -b 0 -i 0 -l 1.01 -s 1774408796 -i 0
5,7,5,23.178574,upper_bound,0,,0.16.13,./hardest -f 5 -t 7 -r 5 -b 0 -i 0 -l 1.01 -s 1774409000 -i 0
6,6,5,23.398445,upper_bound,0,,0.16.13,./hardest -f 6 -t 6 -r 5 -b 0 -i 0 -l 1.01 -s 1774409350 -i 0
0,11,6,15.093575,upper_bound,0,,0.16.13,./hardest -f 0 -t 11 -r 6 -b 0 -i 0 -l 1.01 -s 1774409688 -i 0
1,10,6,18.550426,upper_bound,0,,0.16.13,./hardest -f 1 -t 10 -r 6 -b 0 -i 0 -l 1.01 -s 1774409689 -i 0
2,9,6,20.998717,upper_bound,0,,0.16.13,./hardest -f 2 -t 9 -r 6 -b 0 -i 0 -l 1.01 -s 1774409703 -i 0
3,8,6,22.489286,upper_bound,0,,0.16.13,./hardest -f 3 -t 8 -r 6 -b 0 -i 0 -l 1.01 -s 1774409781 -i 0
4,7,6,23.527069,upper_bound,0,,0.16.13,./hardest -f 4 -t 7 -r 6 -b 0 -i 0 -l 1.01 -s 1774410020 -i 0
5,6,6,24.086161,upper_bound,0,,0.16.13,./hardest -f 5 -t 6 -r 6 -b 0 -i 0 -l 1.01 -s 1774410366 -i 0
0,10,7,16.673058,upper_bound,0,,0.16.13,./hardest -f 0 -t 10 -r 7 -b 0 -i 0 -l 1.01 -s 1774411043 -i 0
1,9,7,20.117337,upper_bound,0,,0.16.13,./hardest -f 1 -t 9 -r 7 -b 0 -i 0 -l 1.01 -s 1774411047 -i 0
2,8,7,22.317170,upper_bound,0,,0.16.13,./hardest -f 2 -t 8 -r 7 -b 0 -i 0 -l 1.01 -s 1774411090 -i 0
3,7,7,23.770775,upper_bound,0,,0.16.13,./hardest -f 3 -t 7 -r 7 -b 0 -i 0 -l 1.01 -s 1774411290 -i 0
4,6,7,24.559938,upper_bound,0,,0.16.13,./hardest -f 4 -t 6 -r 7 -b 0 -i 0 -l 1.01 -s 1774411932 -i 0
5,5,7,24.853889,upper_bound,0,,0.16.13,./hardest -f 5 -t 5 -r 7 -b 0 -i 0 -l 1.01 -s 1774413026 -i 0
0,9,8,18.578518,upper_bound,0,,0.16.13,./hardest -f 0 -t 9 -r 8 -b 0 -i 0 -l 1.01 -s 1774414316 -i 0
1,8,8,22.079430,upper_bound,0,,0.16.13,./hardest -f 1 -t 8 -r 8 -b 0 -i 0 -l 1.01 -s 1774414330 -i 0
2,7,8,24.162392,upper_bound,0,,0.16.13,./hardest -f 2 -t 7 -r 8 -b 0 -i 0 -l 1.01 -s 1774414482 -i 0
3,6,8,25.314281,upper_bound,0,,0.16.13,./hardest -f 3 -t 6 -r 8 -b 0 -i 0 -l 1.01 -s 1774415223 -i 0
4,5,8,25.979344,upper_bound,0,,0.16.13,./hardest -f 4 -t 5 -r 8 -b 0 -i 0 -l 1.01 -s 1774416880 -i 0
0,17,1,4.277778,optimal,0,,,
1,16,1,8.382353,optimal,0,,0.16.6,./hardest -f 1 -t 16 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094474 -i 0
