false_gods,true_gods,random_gods,expected_questions,status,independent_replications,notes,version,reproduce_command
1,27,1,9.773399,optimal,0,,0.16.6,./hardest -f 1 -t 27 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094873 -i 0
2,26,1,13.539865,optimal,0,,0.16.13,./hardest -f 2 -t 26 -r 1 -b 0 -i 0 -l 1.01 -s 1774448049 -i 0
3,25,1,16.654836,optimal,0,,0.16.13,./hardest -f 3 -t 25 -r 1 -b 0 -i 0 -l 1.01 -s 1774448049 -i 0
4,24,1,19.268534,optimal,0,,0.16.13,./hardest -f 4 -t 24 -r 1 -b 0 -i 0 -l 1.01 -s 1774448049 -i 0
5,23,1,21.562859,optimal,0,,0.16.13,./hardest -f 5 -t 23 -r 1 -b 0 -i 0 -l 1.01 -s 1774448050 -i 0
6,22,1,23.498875,optimal,0,,0.16.13,./hardest -f 6 -t 22 -r 1 -b 0 -i 0 -l 1.01 -s 1774448053 -i 0
7,21,1,999.9,upper_bound,0,placeholder,,
8,20,1,999.9,upper_bound,0,placeholder,,
9,19,1,999.9,upper_bound,0,placeholder,,
10,18,1,999.9,upper_bound,0,placeholder,,
11,17,1,999.9,upper_bound,0,placeholder,,
12,16,1,999.9,upper_bound,0,placeholder,,
13,15,1,999.9,upper_bound,0,placeholder,,
14,14,1,999.9,upper_bound,0,placeholder,,
0,27,2,8.815271,likely,10,,0.16.21,./hardest -f 0 -t 27 -r 2 -b 8 -i 9 -a 1.01 -e 1.004 -S 7 -l 1.01 -s 1774679229 -i 0 -u 8.8152709999999992 -M 1
1,26,2,13.582467,upper_bound,0,,0.16.15,./hardest -f 1 -t 26 -r 2 -b 0 -i 20 -l 1.01 -s 1529147417584055185 -i 0
2,25,2,17.256189,upper_bound,0,,0.16.15,./hardest -f 2 -t 25 -r 2 -b 0 -i 20 -l 1.01 -s 11580900160766080675 -i 0
3,24,2,20.320837,upper_bound,0,,0.16.15,./hardest -f 3 -t 24 -r 2 -b 0 -i 0 -l 1.01 -s 1774516580 -i 0
4,23,2,22.901377,upper_bound,0,,0.16.15,./hardest -f 4 -t 23 -r 2 -b 0 -i 0 -l 1.01 -s 1774516603 -i 0
5,22,2,999.9,upper_bound,0,placeholder,,
6,21,2,999.9,upper_bound,0,placeholder,,
7,20,2,999.9,upper_bound,0,placeholder,,
8,19,2,999.9,upper_bound,0,placeholder,,
9,18,2,999.9,upper_bound,0,placeholder,,
10,17,2,999.9,upper_bound,0,placeholder,,
11,16,2,999.9,upper_bound,0,placeholder,,
12,15,2,999.9,upper_bound,0,placeholder,,
13,14,2,999.9,upper_bound,0,placeholder,,
0,26,3,12.004926,upper_bound,0,,0.16.15,./hardest -f 0 -t 26 -r 3 -b 0 -i 20 -l 1.01 -s 12888134616966303521 -i 0
1,25,3,16.756652,upper_bound,0,,0.16.15,./hardest -f 1 -t 25 -r 3 -b 0 -i 0 -l 1.01 -s 1774499079 -i 0
2,24,3,20.397526,upper_bound,0,,0.16.15,./hardest -f 2 -t 24 -r 3 -b 0 -i 0 -l 1.01 -s 1774517553 -i 0
3,23,3,999.9,upper_bound,0,placeholder,,
4,22,3,999.9,upper_bound,0,placeholder,,
5,21,3,999.9,upper_bound,0,placeholder,,
6,20,3,999.9,upper_bound,0,placeholder,,
7,19,3,999.9,upper_bound,0,placeholder,,
8,18,3,999.9,upper_bound,0,placeholder,,
9,17,3,999.9,upper_bound,0,placeholder,,
10,16,3,999.9,upper_bound,0,placeholder,,
11,15,3,999.9,upper_bound,0,placeholder,,
12,14,3,999.9,upper_bound,0,placeholder,,
13,13,3,999.9,upper_bound,0,placeholder,,
0,25,4,14.829649,upper_bound,0,,0.16.15,./hardest -f 0 -t 25 -r 4 -b 0 -i 10 -l 1.01 -s 7123943085206453512 -i 0
1,24,4,19.470690,upper_bound,0,,0.16.15,./hardest -f 1 -t 24 -r 4 -b 0 -i 0 -l 1.01 -s 1774499062 -i 0
2,23,4,999.9,upper_bound,0,placeholder,,
3,22,4,999.9,upper_bound,0,placeholder,,
4,21,4,999.9,upper_bound,0,placeholder,,
5,20,4,999.9,upper_bound,0,placeholder,,
6,19,4,999.9,upper_bound,0,placeholder,,
7,18,4,999.9,upper_bound,0,placeholder,,
8,17,4,999.9,upper_bound,0,placeholder,,
9,16,4,999.9,upper_bound,0,placeholder,,
10,15,4,999.9,upper_bound,0,placeholder,,
11,14,4,999.9,upper_bound,0,placeholder,,
12,13,4,999.9,upper_bound,0,placeholder,,
0,24,5,17.208966,upper_bound,0,,0.16.15,./hardest -f 0 -t 24 -r 5 -b 0 -i 0 -l 1.01 -s 1774499130 -i 0
1,23,5,21.858809,upper_bound,0,,0.16.15,./hardest -f 1 -t 23 -r 5 -b 0 -i 0 -l 1.01 -s 1774517604 -i 0
2,22,5,999.9,upper_bound,0,placeholder,,
3,21,5,999.9,upper_bound,0,placeholder,,
4,20,5,999.9,upper_bound,0,placeholder,,
5,19,5,999.9,upper_bound,0,placeholder,,
6,18,5,999.9,upper_bound,0,placeholder,,
7,17,5,999.9,upper_bound,0,placeholder,,
8,16,5,999.9,upper_bound,0,placeholder,,
9,15,5,999.9,upper_bound,0,placeholder,,
10,14,5,999.9,upper_bound,0,placeholder,,
11,13,5,999.9,upper_bound,0,placeholder,,
12,12,5,999.9,upper_bound,0,placeholder,,
0,23,6,19.372547,upper_bound,0,,0.16.15,./hardest -f 0 -t 23 -r 6 -b 0 -i 0 -l 1.01 -s 1774499157 -i 0
1,22,6,999.9,upper_bound,0,placeholder,,
2,21,6,999.9,upper_bound,0,placeholder,,
3,20,6,999.9,upper_bound,0,placeholder,,
4,19,6,999.9,upper_bound,0,placeholder,,
5,18,6,999.9,upper_bound,0,placeholder,,
6,17,6,999.9,upper_bound,0,placeholder,,
7,16,6,999.9,upper_bound,0,placeholder,,
8,15,6,999.9,upper_bound,0,placeholder,,
9,14,6,999.9,upper_bound,0,placeholder,,
10,13,6,999.9,upper_bound,0,placeholder,,
11,12,6,999.9,upper_bound,0,placeholder,,
0,22,7,21.299280,upper_bound,0,,0.16.15,./hardest -f 0 -t 22 -r 7 -b 0 -i 0 -l 1.01 -s 1774499187 -i 0
1,21,7,999.9,upper_bound,0,placeholder,,
2,20,7,999.9,upper_bound,0,placeholder,,
3,19,7,999.9,upper_bound,0,placeholder,,
4,18,7,999.9,upper_bound,0,placeholder,,
5,17,7,999.9,upper_bound,0,placeholder,,
6,16,7,999.9,upper_bound,0,placeholder,,
7,15,7,999.9,upper_bound,0,placeholder,,
8,14,7,999.9,upper_bound,0,placeholder,,
9,13,7,999.9,upper_bound,0,placeholder,,
10,12,7,999.9,upper_bound,0,placeholder,,
11,11,7,999.9,upper_bound,0,placeholder,,
0,21,8,999.9,upper_bound,0,placeholder,,
1,20,8,999.9,upper_bound,0,placeholder,,
2,19,8,999.9,upper_bound,0,placeholder,,
3,18,8,999.9,upper_bound,0,placeholder,,
4,17,8,999.9,upper_bound,0,placeholder,,
5,16,8,999.9,upper_bound,0,placeholder,,
6,15,8,999.9,upper_bound,0,placeholder,,
7,14,8,999.9,upper_bound,0,placeholder,,
8,13,8,999.9,upper_bound,0,placeholder,,
9,12,8,999.9,upper_bound,0,placeholder,,
10,11,8,999.9,upper_bound,0,placeholder,,
0,20,9,999.9,upper_bound,0,placeholder,,
1,19,9,999.9,upper_bound,0,placeholder,,
2,18,9,999.9,upper_bound,0,placeholder,,
3,17,9,999.9,upper_bound,0,placeholder,,
4,16,9,999.9,upper_bound,0,placeholder,,
5,15,9,999.9,upper_bound,0,placeholder,,
6,14,9,999.9,upper_bound,0,placeholder,,
7,13,9,999.9,upper_bound,0,placeholder,,
8,12,9,999.9,upper_bound,0,placeholder,,
9,11,9,999.9,upper_bound,0,placeholder,,
10,10,9,999.9,upper_bound,0,placeholder,,
0,19,10,999.9,upper_bound,0,placeholder,,
1,18,10,999.9,upper_bound,0,placeholder,,
2,17,10,999.9,upper_bound,0,placeholder,,
3,16,10,999.9,upper_bound,0,placeholder,,
4,15,10,999.9,upper_bound,0,placeholder,,
5,14,10,999.9,upper_bound,0,placeholder,,
6,13,10,999.9,upper_bound,0,placeholder,,
7,12,10,999.9,upper_bound,0,placeholder,,
8,11,10,999.9,upper_bound,0,placeholder,,
9,10,10,999.9,upper_bound,0,placeholder,,
0,18,11,999.9,upper_bound,0,placeholder,,
1,17,11,999.9,upper_bound,0,placeholder,,
2,16,11,999.9,upper_bound,0,placeholder,,
3,15,11,999.9,upper_bound,0,placeholder,,
4,14,11,999.9,upper_bound,0,placeholder,,
5,13,11,999.9,upper_bound,0,placeholder,,
6,12,11,999.9,upper_bound,0,placeholder,,
7,11,11,999.9,upper_bound,0,placeholder,,
8,10,11,999.9,upper_bound,0,placeholder,,
9,9,11,999.9,upper_bound,0,placeholder,,
0,17,12,999.9,upper_bound,0,placeholder,,
1,16,12,999.9,upper_bound,0,placeholder,,
2,15,12,999.9,upper_bound,0,placeholder,,
3,14,12,999.9,upper_bound,0,placeholder,,
4,13,12,999.9,upper_bound,0,placeholder,,
5,12,12,999.9,upper_bound,0,placeholder,,
6,11,12,999.9,upper_bound,0,placeholder,,
7,10,12,999.9,upper_bound,0,placeholder,,
8,9,12,999.9,upper_bound,0,placeholder,,
0,16,13,999.9,upper_bound,0,placeholder,,
1,15,13,999.9,upper_bound,0,placeholder,,
2,14,13,999.9,upper_bound,0,placeholder,,
3,13,13,999.9,upper_bound,0,placeholder,,
4,12,13,999.9,upper_bound,0,placeholder,,
5,11,13,999.9,upper_bound,0,placeholder,,
6,10,13,999.9,upper_bound,0,placeholder,,
7,9,13,999.9,upper_bound,0,placeholder,,
8,8,13,999.9,upper_bound,0,placeholder,,
0,15,14,999.9,upper_bound,0,placeholder,,
1,14,14,999.9,upper_bound,0,placeholder,,
2,13,14,999.9,upper_bound,0,placeholder,,
3,12,14,999.9,upper_bound,0,placeholder,,
4,11,14,999.9,upper_bound,0,placeholder,,
5,10,14,999.9,upper_bound,0,placeholder,,
6,9,14,999.9,upper_bound,0,placeholder,,
7,8,14,999.9,upper_bound,0,placeholder,,
0,29,1,4.966667,optimal,0,,0.16.13,./hardest -f 0 -t 29 -r 1 -b 0 -i 0 -l 1.01 -s 1774448073 -i 0
1,28,1,9.856322,optimal,0,,0.16.6,./hardest -f 1 -t 28 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094886 -i 0
2,27,1,13.688177,optimal,0,,0.16.13,./hardest -f 2 -t 27 -r 1 -b 0 -i 0 -l 1.01 -s 1774448073 -i 0
3,26,1,16.837639,optimal,0,,0.16.13,./hardest -f 3 -t 26 -r 1 -b 0 -i 0 -l 1.01 -s 1774448073 -i 0
4,25,1,19.561710,optimal,0,,0.16.13,./hardest -f 4 -t 25 -r 1 -b 0 -i 0 -l 1.01 -s 1774448073 -i 0
5,24,1,21.856034,optimal,0,,0.16.13,./hardest -f 5 -t 24 -r 1 -b 0 -i 0 -l 1.01 -s 1774448074 -i 0
6,23,1,23.856034,optimal,0,,0.16.13,./hardest -f 6 -t 23 -r 1 -b 0 -i 0 -l 1.01 -s 1774448077 -i 0
7,22,1,999.9,upper_bound,0,placeholder,,
8,21,1,999.9,upper_bound,0,placeholder,,
9,20,1,999.9,upper_bound,0,placeholder,,
10,19,1,999.9,upper_bound,0,placeholder,,
11,18,1,999.9,upper_bound,0,placeholder,,
12,17,1,999.9,upper_bound,0,placeholder,,
13,16,1,999.9,upper_bound,0,placeholder,,
14,15,1,999.9,upper_bound,0,placeholder,,
0,28,2,8.896552,likely,10,,0.16.21,./hardest -f 0 -t 28 -r 2 -b 8 -i 9 -a 1.01 -e 1.004 -S 7 -l 1.01 -s 1774679233 -i 0 -u 8.8965520000000016 -M 1
1,27,2,13.729392,upper_bound,0,,0.16.15,./hardest -f 1 -t 27 -r 2 -b 0 -i 0 -l 1.01 -s 1774516550 -i 0
2,26,2,17.481129,upper_bound,0,,0.16.15,./hardest -f 2 -t 26 -r 2 -b 0 -i 0 -l 1.01 -s 1774516551 -i 0
3,25,2,20.603998,upper_bound,0,,0.16.15,./hardest -f 3 -t 25 -r 2 -b 0 -i 0 -l 1.01 -s 1774516554 -i 0
4,24,2,23.216467,upper_bound,0,,0.16.15,./hardest -f 4 -t 24 -r 2 -b 0 -i 0 -l 1.01 -s 1774516584 -i 0
5,23,2,999.9,upper_bound,0,placeholder,,
6,22,2,999.9,upper_bound,0,placeholder,,
7,21,2,999.9,upper_bound,0,placeholder,,
8,20,2,999.9,upper_bound,0,placeholder,,
9,19,2,999.9,upper_bound,0,placeholder,,
10,18,2,999.9,upper_bound,0,placeholder,,
11,17,2,999.9,upper_bound,0,placeholder,,
12,16,2,999.9,upper_bound,0,placeholder,,
13,15,2,999.9,upper_bound,0,placeholder,,
14,14,2,999.9,upper_bound,0,placeholder,,
0,27,3,12.141502,upper_bound,0,,0.16.15,./hardest -f 0 -t 27 -r 3 -b 0 -i 40 -l 1.01 -s 17672405376943231559 -i 0
1,26,3,16.933735,upper_bound,0,,0.16.15,./hardest -f 1 -t 26 -r 3 -b 0 -i 40 -l 1.01 -s 15191352946880657640 -i 0
2,25,3,20.666302,upper_bound,0,,0.16.15,./hardest -f 2 -t 25 -r 3 -b 0 -i 0 -l 1.01 -s 1774499543 -i 0
3,24,3,999.9,upper_bound,0,placeholder,,
4,23,3,999.9,upper_bound,0,placeholder,,
5,22,3,999.9,upper_bound,0,placeholder,,
6,21,3,999.9,upper_bound,0,placeholder,,
7,20,3,999.9,upper_bound,0,placeholder,,
8,19,3,999.9,upper_bound,0,placeholder,,
9,18,3,999.9,upper_bound,0,placeholder,,
10,17,3,999.9,upper_bound,0,placeholder,,
11,16,3,999.9,upper_bound,0,placeholder,,
12,15,3,999.9,upper_bound,0,placeholder,,
13,14,3,999.9,upper_bound,0,placeholder,,
0,26,4,15.001304,upper_bound,0,,0.16.15,./hardest -f 0 -t 26 -r 4 -b 0 -i 0 -l 1.01 -s 1774499741 -i 0
1,25,4,19.736163,upper_bound,0,,0.16.15,./hardest -f 1 -t 25 -r 4 -b 0 -i 0 -l 1.01 -s 1774499754 -i 0
2,24,4,999.9,upper_bound,0,placeholder,,
3,23,4,999.9,upper_bound,0,placeholder,,
4,22,4,999.9,upper_bound,0,placeholder,,
5,21,4,999.9,upper_bound,0,placeholder,,
6,20,4,999.9,upper_bound,0,placeholder,,
7,19,4,999.9,upper_bound,0,placeholder,,
8,18,4,999.9,upper_bound,0,placeholder,,
9,17,4,999.9,upper_bound,0,placeholder,,
10,16,4,999.9,upper_bound,0,placeholder,,
11,15,4,999.9,upper_bound,0,placeholder,,
12,14,4,999.9,upper_bound,0,placeholder,,
13,13,4,999.9,upper_bound,0,placeholder,,
0,25,5,17.486127,upper_bound,0,,0.16.15,./hardest -f 0 -t 25 -r 5 -b 0 -i 0 -l 1.01 -s 1774499770 -i 0
1,24,5,22.110444,upper_bound,0,,0.16.15,./hardest -f 1 -t 24 -r 5 -b 0 -i 0 -l 1.01 -s 1774517994 -i 0
2,23,5,999.9,upper_bound,0,placeholder,,
3,22,5,999.9,upper_bound,0,placeholder,,
4,21,5,999.9,upper_bound,0,placeholder,,
5,20,5,999.9,upper_bound,0,placeholder,,
6,19,5,999.9,upper_bound,0,placeholder,,
7,18,5,999.9,upper_bound,0,placeholder,,
8,17,5,999.9,upper_bound,0,placeholder,,
9,16,5,999.9,upper_bound,0,placeholder,,
10,15,5,999.9,upper_bound,0,placeholder,,
11,14,5,999.9,upper_bound,0,placeholder,,
12,13,5,999.9,upper_bound,0,placeholder,,
0,24,6,19.714978,upper_bound,0,,0.16.15,./hardest -f 0 -t 24 -r 6 -b 0 -i 0 -l 1.01 -s 1774499788 -i 0
1,23,6,999.9,upper_bound,0,placeholder,,
2,22,6,999.9,upper_bound,0,placeholder,,
3,21,6,999.9,upper_bound,0,placeholder,,
4,20,6,999.9,upper_bound,0,placeholder,,
5,19,6,999.9,upper_bound,0,placeholder,,
6,18,6,999.9,upper_bound,0,placeholder,,
7,17,6,999.9,upper_bound,0,placeholder,,
8,16,6,999.9,upper_bound,0,placeholder,,
9,15,6,999.9,upper_bound,0,placeholder,,
10,14,6,999.9,upper_bound,0,placeholder,,
11,13,6,999.9,upper_bound,0,placeholder,,
12,12,6,999.9,upper_bound,0,placeholder,,
0,23,7,21.684053,upper_bound,0,,0.16.15,./hardest -f 0 -t 23 -r 7 -b 0 -i 0 -l 1.01 -s 1774499812 -i 0
1,22,7,999.9,upper_bound,0,placeholder,,
2,21,7,999.9,upper_bound,0,placeholder,,
3,20,7,999.9,upper_bound,0,placeholder,,
4,19,7,999.9,upper_bound,0,placeholder,,
5,18,7,999.9,upper_bound,0,placeholder,,
6,17,7,999.9,upper_bound,0,placeholder,,
7,16,7,999.9,upper_bound,0,placeholder,,
8,15,7,999.9,upper_bound,0,placeholder,,
9,14,7,999.9,upper_bound,0,placeholder,,
10,13,7,999.9,upper_bound,0,placeholder,,
11,12,7,999.9,upper_bound,0,placeholder,,
0,22,8,999.9,upper_bound,0,placeholder,,
1,21,8,999.9,upper_bound,0,placeholder,,
2,20,8,999.9,upper_bound,0,placeholder,,
3,19,8,999.9,upper_bound,0,placeholder,,
4,18,8,999.9,upper_bound,0,placeholder,,
5,17,8,999.9,upper_bound,0,placeholder,,
6,16,8,999.9,upper_bound,0,placeholder,,
7,15,8,999.9,upper_bound,0,placeholder,,
8,14,8,999.9,upper_bound,0,placeholder,,
9,13,8,999.9,upper_bound,0,placeholder,,
10,12,8,999.9,upper_bound,0,placeholder,,
11,11,8,999.9,upper_bound,0,placeholder,,
0,21,9,999.9,upper_bound,0,placeholder,,
1,20,9,999.9,upper_bound,0,placeholder,,
2,19,9,999.9,upper_bound,0,placeholder,,
3,18,9,999.9,upper_bound,0,placeholder,,
4,17,9,999.9,upper_bound,0,placeholder,,
5,16,9,999.9,upper_bound,0,placeholder,,
6,15,9,999.9,upper_bound,0,placeholder,,
7,14,9,999.9,upper_bound,0,placeholder,,
8,13,9,999.9,upper_bound,0,placeholder,,
9,12,9,999.9,upper_bound,0,placeholder,,
10,11,9,999.9,upper_bound,0,placeholder,,
0,20,10,999.9,upper_bound,0,placeholder,,
1,19,10,999.9,upper_bound,0,placeholder,,
2,18,10,999.9,upper_bound,0,placeholder,,
3,17,10,999.9,upper_bound,0,placeholder,,
4,16,10,999.9,upper_bound,0,placeholder,,
5,15,10,999.9,upper_bound,0,placeholder,,
6,14,10,999.9,upper_bound,0,placeholder,,
7,13,10,999.9,upper_bound,0,placeholder,,
8,12,10,999.9,upper_bound,0,placeholder,,
9,11,10,999.9,upper_bound,0,placeholder,,
10,10,10,999.9,upper_bound,0,placeholder,,
0,19,11,999.9,upper_bound,0,placeholder,,
1,18,11,999.9,upper_bound,0,placeholder,,
2,17,11,999.9,upper_bound,0,placeholder,,
3,16,11,999.9,upper_bound,0,placeholder,,
4,15,11,999.9,upper_bound,0,placeholder,,
5,14,11,999.9,upper_bound,0,placeholder,,
6,13,11,999.9,upper_bound,0,placeholder,,
7,12,11,999.9,upper_bound,0,placeholder,,
8,11,11,999.9,upper_bound,0,placeholder,,
9,10,11,999.9,upper_bound,0,placeholder,,
0,18,12,999.9,upper_bound,0,placeholder,,
1,17,12,999.9,upper_bound,0,placeholder,,
2,16,12,999.9,upper_bound,0,placeholder,,
3,15,12,999.9,upper_bound,0,placeholder,,
4,14,12,999.9,upper_bound,0,placeholder,,
5,13,12,999.9,upper_bound,0,placeholder,,
6,12,12,999.9,upper_bound,0,placeholder,,
7,11,12,999.9,upper_bound,0,placeholder,,
8,10,12,999.9,upper_bound,0,placeholder,,
9,9,12,999.9,upper_bound,0,placeholder,,
0,17,13,999.9,upper_bound,0,placeholder,,
1,16,13,999.9,upper_bound,0,placeholder,,
2,15,13,999.9,upper_bound,0,placeholder,,
3,14,13,999.9,upper_bound,0,placeholder,,
4,13,13,999.9,upper_bound,0,placeholder,,
5,12,13,999.9,upper_bound,0,placeholder,,
6,11,13,999.9,upper_bound,0,placeholder,,
7,10,13,999.9,upper_bound,0,placeholder,,
8,9,13,999.9,upper_bound,0,placeholder,,
0,16,14,999.9,upper_bound,0,placeholder,,
1,15,14,999.9,upper_bound,0,placeholder,,
2,14,14,999.9,upper_bound,0,placeholder,,
3,13,14,999.9,upper_bound,0,placeholder,,
4,12,14,999.9,upper_bound,0,placeholder,,
5,11,14,999.9,upper_bound,0,placeholder,,
6,10,14,999.9,upper_bound,0,placeholder,,
7,9,14,999.9,upper_bound,0,placeholder,,
8,8,14,999.9,upper_bound,0,placeholder,,
0,30,1,5.0,optimal,0,,,
1,29,1,9.931183,optimal,0,,0.16.6,./hardest -f 1 -t 29 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094896 -i 0
2,28,1,13.817278,optimal,0,,0.16.13,./hardest -f 2 -t 28 -r 1 -b 0 -i 0 -l 1.01 -s 1774448105 -i 0
3,27,1,16.990847,optimal,0,,0.16.13,./hardest -f 3 -t 27 -r 1 -b 0 -i 0 -l 1.01 -s 1774448105 -i 0
4,26,1,19.797993,optimal,0,,0.16.13,./hardest -f 4 -t 26 -r 1 -b 0 -i 0 -l 1.01 -s 1774448105 -i 0
5,25,1,22.133389,optimal,0,,0.16.13,./hardest -f 5 -t 25 -r 1 -b 0 -i 0 -l 1.01 -s 1774448106 -i 0
6,24,1,24.209344,optimal,0,,0.16.13,./hardest -f 6 -t 24 -r 1 -b 0 -i 0 -l 1.01 -s 1774448110 -i 0
7,23,1,999.9,upper_bound,0,placeholder,,
8,22,1,999.9,upper_bound,0,placeholder,,
9,21,1,999.9,upper_bound,0,placeholder,,
10,20,1,999.9,upper_bound,0,placeholder,,
11,19,1,999.9,upper_bound,0,placeholder,,
12,18,1,999.9,upper_bound,0,placeholder,,
13,17,1,999.9,upper_bound,0,placeholder,,
14,16,1,999.9,upper_bound,0,placeholder,,
15,15,1,999.9,upper_bound,0,placeholder,,
0,29,2,8.969892,likely,10,,0.16.21,./hardest -f 0 -t 29 -r 2 -b 8 -i 9 -a 1.01 -e 1.004 -S 7 -l 1.01 -s 1774679238 -i 0 -u 8.9698920000000015 -M 1
1,28,2,13.856952,upper_bound,0,,0.16.15,./hardest -f 1 -t 28 -r 2 -b 0 -i 0 -l 1.01 -s 1774516488 -i 0
2,27,2,17.684146,upper_bound,0,,0.16.15,./hardest -f 2 -t 27 -r 2 -b 0 -i 0 -l 1.01 -s 1774516488 -i 0
3,26,2,20.838608,upper_bound,0,,0.16.15,./hardest -f 3 -t 26 -r 2 -b 0 -i 0 -l 1.01 -s 1774516492 -i 0
4,25,2,999.9,upper_bound,0,placeholder,,
5,24,2,999.9,upper_bound,0,placeholder,,
6,23,2,999.9,upper_bound,0,placeholder,,
7,22,2,999.9,upper_bound,0,placeholder,,
8,21,2,999.9,upper_bound,0,placeholder,,
9,20,2,999.9,upper_bound,0,placeholder,,
10,19,2,999.9,upper_bound,0,placeholder,,
11,18,2,999.9,upper_bound,0,placeholder,,
12,17,2,999.9,upper_bound,0,placeholder,,
13,16,2,999.9,upper_bound,0,placeholder,,
14,15,2,999.9,upper_bound,0,placeholder,,
0,28,3,12.308009,upper_bound,0,,0.16.15,./hardest -f 0 -t 28 -r 3 -b 0 -i 0 -l 1.01 -s 1774499871 -i 0
1,27,3,17.094915,upper_bound,0,,0.16.15,./hardest -f 1 -t 27 -r 3 -b 0 -i 0 -l 1.01 -s 1774499896 -i 0
2,26,3,20.892001,upper_bound,0,,0.16.15,./hardest -f 2 -t 26 -r 3 -b 0 -i 0 -l 1.01 -s 1774517962 -i 0
3,25,3,999.9,upper_bound,0,placeholder,,
4,24,3,999.9,upper_bound,0,placeholder,,
5,23,3,999.9,upper_bound,0,placeholder,,
6,22,3,999.9,upper_bound,0,placeholder,,
7,21,3,999.9,upper_bound,0,placeholder,,
8,20,3,999.9,upper_bound,0,placeholder,,
9,19,3,999.9,upper_bound,0,placeholder,,
10,18,3,999.9,upper_bound,0,placeholder,,
11,17,3,999.9,upper_bound,0,placeholder,,
12,16,3,999.9,upper_bound,0,placeholder,,
13,15,3,999.9,upper_bound,0,placeholder,,
14,14,3,999.9,upper_bound,0,placeholder,,
0,27,4,15.162911,upper_bound,0,,0.16.15,./hardest -f 0 -t 27 -r 4 -b 0 -i 0 -l 1.01 -s 1774499947 -i 0
1,26,4,19.959688,upper_bound,0,,0.16.15,./hardest -f 1 -t 26 -r 4 -b 0 -i 0 -l 1.01 -s 1774517783 -i 0
2,25,4,999.9,upper_bound,0,placeholder,,
3,24,4,999.9,upper_bound,0,placeholder,,
4,23,4,999.9,upper_bound,0,placeholder,,
5,22,4,999.9,upper_bound,0,placeholder,,
6,21,4,999.9,upper_bound,0,placeholder,,
7,20,4,999.9,upper_bound,0,placeholder,,
8,19,4,999.9,upper_bound,0,placeholder,,
9,18,4,999.9,upper_bound,0,placeholder,,
10,17,4,999.9,upper_bound,0,placeholder,,
11,16,4,999.9,upper_bound,0,placeholder,,
12,15,4,999.9,upper_bound,0,placeholder,,
13,14,4,999.9,upper_bound,0,placeholder,,
0,26,5,17.747730,upper_bound,0,,0.16.15,./hardest -f 0 -t 26 -r 5 -b 0 -i 0 -l 1.01 -s 1774500001 -i 0
1,25,5,22.433234,upper_bound,0,,0.16.15,./hardest -f 1 -t 25 -r 5 -b 0 -i 0 -l 1.01 -s 1774523147 -i 0
2,24,5,999.9,upper_bound,0,placeholder,,
3,23,5,999.9,upper_bound,0,placeholder,,
4,22,5,999.9,upper_bound,0,placeholder,,
5,21,5,999.9,upper_bound,0,placeholder,,
6,20,5,999.9,upper_bound,0,placeholder,,
7,19,5,999.9,upper_bound,0,placeholder,,
8,18,5,999.9,upper_bound,0,placeholder,,
9,17,5,999.9,upper_bound,0,placeholder,,
10,16,5,999.9,upper_bound,0,placeholder,,
11,15,5,999.9,upper_bound,0,placeholder,,
12,14,5,999.9,upper_bound,0,placeholder,,
13,13,5,999.9,upper_bound,0,placeholder,,
0,25,6,20.008741,upper_bound,0,,0.16.15,./hardest -f 0 -t 25 -r 6 -b 0 -i 0 -l 1.01 -s 1774500048 -i 0
1,24,6,999.9,upper_bound,0,placeholder,,
2,23,6,999.9,upper_bound,0,placeholder,,
3,22,6,999.9,upper_bound,0,placeholder,,
4,21,6,999.9,upper_bound,0,placeholder,,
5,20,6,999.9,upper_bound,0,placeholder,,
6,19,6,999.9,upper_bound,0,placeholder,,
7,18,6,999.9,upper_bound,0,placeholder,,
8,17,6,999.9,upper_bound,0,placeholder,,
9,16,6,999.9,upper_bound,0,placeholder,,
10,15,6,999.9,upper_bound,0,placeholder,,
11,14,6,999.9,upper_bound,0,placeholder,,
12,13,6,999.9,upper_bound,0,placeholder,,
0,24,7,22.020444,upper_bound,0,,0.16.15,./hardest -f 0 -t 24 -r 7 -b 0 -i 0 -l 1.01 -s 1774500022 -i 0
1,23,7,999.9,upper_bound,0,placeholder,,
2,22,7,999.9,upper_bound,0,placeholder,,
3,21,7,999.9,upper_bound,0,placeholder,,
4,20,7,999.9,upper_bound,0,placeholder,,
5,19,7,999.9,upper_bound,0,placeholder,,
6,18,7,999.9,upper_bound,0,placeholder,,
7,17,7,999.9,upper_bound,0,placeholder,,
8,16,7,999.9,upper_bound,0,placeholder,,
9,15,7,999.9,upper_bound,0,placeholder,,
10,14,7,999.9,upper_bound,0,placeholder,,
11,13,7,999.9,upper_bound,0,placeholder,,
12,12,7,999.9,upper_bound,0,placeholder,,
0,23,8,999.9,upper_bound,0,placeholder,,
1,22,8,999.9,upper_bound,0,placeholder,,
2,21,8,999.9,upper_bound,0,placeholder,,
3,20,8,999.9,upper_bound,0,placeholder,,
4,19,8,999.9,upper_bound,0,placeholder,,
5,18,8,999.9,upper_bound,0,placeholder,,
